"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 21 17:12:48 EST 2021","Thu Jan 21 17:13:00 EST 2021","12619","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","TC_13_ConsumerRegistration","Navigate to consumer Login/Register page",""
"broken","Thu Jan 07 19:37:30 EST 2021","Thu Jan 07 19:37:30 EST 2021","0","DoctorSuite","DoctorSuite","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","beforeClass","beforeClass",""
"passed","Thu Jan 14 18:44:02 EST 2021","Thu Jan 14 18:44:43 EST 2021","40948","Default suite","Default test","com.sailotech.ezscheduler.readingmail.Providercredentialsfrommail","com.sailotech.ezscheduler.readingmail.Providercredentialsfrommail","TC01_ReadMail","TC01_ReadMail",""
"passed","Sun Jan 10 22:34:55 EST 2021","Sun Jan 10 22:35:07 EST 2021","12304","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","TC_02_PatientRegistration","PatientRegistration",""
"passed","Thu Jan 21 17:13:01 EST 2021","Thu Jan 21 17:13:12 EST 2021","11695","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","TC_14_ConsumerCredentialsfrommail","Reading OTPs from consumer Email",""
"passed","Wed Feb 10 13:46:27 EST 2021","Wed Feb 10 13:46:40 EST 2021","12926","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerRegistrationTest","com.sailotech.ezscheduler.Testpages.ConsumerRegistrationTest","TC_13_ConsumerRegistration","Navigate to consumer Login/Register page",""
"passed","Wed Dec 23 08:01:07 EST 2020","Wed Dec 23 08:02:43 EST 2020","95749","SmokeTest","SmokeTest","sailotech.com.EzScheduler.NegativeTestPages.PatientLoginCredentialsTest","sailotech.com.EzScheduler.NegativeTestPages.PatientLoginCredentialsTest","TC_02_Patientlogin","Navigate_homepage_to_PatientLogin",""
"skipped","Fri Dec 25 09:55:42 EST 2020","Fri Dec 25 09:55:42 EST 2020","0","Default suite","Default test","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","TC_02_adminLogout","Navigate_homepage_to_AdminLogin",""
"broken","Sun Jan 10 17:32:39 EST 2021","Sun Jan 10 17:32:39 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.login_testpages.Providerlogintest","com.sailotech.ezscheduler.login_testpages.Providerlogintest","stopRecording","stopRecording",""
"skipped","Wed Feb 17 13:48:59 EST 2021","Wed Feb 17 13:48:59 EST 2021","1","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Consumerscheduleannapp_test","com.sailotech.testautomation.ezscheduler.tests.Consumerscheduleannapp_test","TC_18_PatientScheduleAnAppointment","Consumer schedule an Appointment with provider",""
"passed","Sun Jan 10 22:53:39 EST 2021","Sun Jan 10 22:53:42 EST 2021","2826","Default suite","Default test","com.sailotech.ezscheduler.testpages.Providerrregistrationtest","com.sailotech.ezscheduler.testpages.Providerrregistrationtest","TC_01_navigate_To_DoctorLoginRegister","Navigate_To_DoctorLoginRegister",""
"broken","Sun Jan 10 22:33:26 EST 2021","Sun Jan 10 22:34:31 EST 2021","65009","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","TC_03_To_GenerateSlots","To_GenerateSlots",""
"passed","Sun Jan 10 22:31:39 EST 2021","Sun Jan 10 22:32:07 EST 2021","28496","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","TC_03_AdminVerifyDoctor","Admin_VerifyDoctor",""
"skipped","Tue Jan 19 14:44:48 EST 2021","Tue Jan 19 14:44:48 EST 2021","0","PatientLogin","PatientLogin","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","TC_03_PatientLogout","patientLogout_from_patientpage",""
"passed","Thu Jan 21 16:18:57 EST 2021","Thu Jan 21 16:19:01 EST 2021","3848","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","TC_02_Providercredentials_frommail","Reading Provider Credentials from mail",""
"passed","Wed Feb 17 14:44:23 EST 2021","Wed Feb 17 14:45:08 EST 2021","44881","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Providerrregistration_test","com.sailotech.testautomation.ezscheduler.tests.Providerrregistration_test","TC_01_ProviderRegistration","Provider Registering in EzScheduler Website",""
"skipped","Thu Jan 21 15:49:42 EST 2021","Thu Jan 21 15:49:42 EST 2021","1","PatientLogin","PatientLogin","com.sailotech.ezscheduler.Testpages.Consumerlogintest","com.sailotech.ezscheduler.Testpages.Consumerlogintest","TC_12_ConsumerLogin","Navigate To Patient Login page",""
"skipped","Fri Feb 12 12:06:27 EST 2021","Fri Feb 12 12:06:27 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerscheduleannAppTest","com.sailotech.ezscheduler.Testpages.ConsumerscheduleannAppTest","TC_16_PatientLogout","Consumer Logout from EzScheduler Website",""
"passed","Thu Jan 21 09:30:14 EST 2021","Thu Jan 21 09:30:39 EST 2021","25195","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","TC_07_AdminLogout","To Logout from Adminpage",""
"passed","Mon Dec 14 13:06:29 EST 2020","Mon Dec 14 13:06:33 EST 2020","3861","Default suite","Default test","sailotech.com.EzScheduler.Test.AdminTest","sailotech.com.EzScheduler.Test.AdminTest","TC_02_adminlogin","Navigate_homepage_to_AdminLogin",""
"passed","Fri Jan 29 16:50:26 EST 2021","Fri Jan 29 16:50:32 EST 2021","6489","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Verifieddoctest","com.sailotech.ezscheduler.Testpages.Verifieddoctest","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"broken","Wed Dec 16 11:27:05 EST 2020","Wed Dec 16 11:27:17 EST 2020","11527","Default suite","Default test","sailotech.com.EzScheduler.TestPages.PatientTest","sailotech.com.EzScheduler.TestPages.PatientTest","TC_01_navigate_homepage_to_Patient_login","Navigate_homepage_to_Patient_loginRegister",""
"broken","Thu Jan 21 09:42:23 EST 2021","Thu Jan 21 09:42:46 EST 2021","23091","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providerrcancelappointmentstest","com.sailotech.ezscheduler.Testpages.Providerrcancelappointmentstest","TC_12_DoctorCancelAnAppointmentsOrSlots","DoctorCancelAnAppointments/Slots",""
"skipped","Sun Jan 10 22:34:32 EST 2021","Sun Jan 10 22:34:32 EST 2021","0","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","TC_04_DoctorLogout","To_Logout_from_DoctorPage",""
"passed","Tue Jan 19 16:42:03 EST 2021","Tue Jan 19 16:42:13 EST 2021","10839","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providerlogintest","com.sailotech.ezscheduler.Testpages.Providerlogintest","TC_09_DoctorLogin","Navigate_To_DoctorLogin",""
"skipped","Thu Dec 17 10:10:41 EST 2020","Thu Dec 17 10:10:41 EST 2020","0","Default suite","Default test","sailotech.com.EzScheduler.TestPages.AdminVerifyTest","sailotech.com.EzScheduler.TestPages.AdminVerifyTest","TC_02_adminverifyDoctor","Navigate_homepage_to_AdminLogin",""
"passed","Thu Dec 24 16:06:10 EST 2020","Thu Dec 24 16:06:30 EST 2020","20800","Default suite","Default test","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","TC_02_PatientRegister","Navigate_DoctorRegister",""
"skipped","Mon Jan 25 16:14:18 EST 2021","Mon Jan 25 16:14:18 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorTest1","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorTest1","TC_09_AdminVerifyDoctor","After Provider Registered in EzScheduler Admin is Verifying the Unverified Doctors",""
"broken","Wed Dec 16 18:10:21 EST 2020","Wed Dec 16 18:10:27 EST 2020","5807","Default suite","Default test","sailotech.com.EzScheduler.AdminCredentialspagenew.AdminLoginCredentialsTest","sailotech.com.EzScheduler.AdminCredentialspagenew.AdminLoginCredentialsTest","TC_02_adminlogin","Navigate_homepage_to_AdminLogin",""
"skipped","Mon Jan 25 10:54:00 EST 2021","Mon Jan 25 10:54:00 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctors1","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctors1","TC_10_AdminLogout","Admin Logout from EzScheduler Website",""
"passed","Mon Jan 11 11:19:59 EST 2021","Mon Jan 11 11:21:05 EST 2021","66007","Default suite","Default test","com.sailotech.ezscheduler.testpages.Adminlogintest","com.sailotech.ezscheduler.testpages.Adminlogintest","TC_01_Navigate_to_AdminLoginRegister","Navigate_to_AdminLoginRegister",""
"passed","Wed Dec 23 08:25:40 EST 2020","Wed Dec 23 08:25:45 EST 2020","5682","Default suite","Default test","sailotech.com.EzScheduler.ReadingMail.PatientCredentialsFromMail","sailotech.com.EzScheduler.ReadingMail.PatientCredentialsFromMail","TC01_ReadMail","TC01_ReadMail",""
"passed","Wed Jan 20 15:42:30 EST 2021","Wed Jan 20 15:42:37 EST 2021","6550","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","TC_04_Navigate_to_AdminLogin","Navigate_to_AdminLogin",""
"passed","Thu Dec 24 16:05:36 EST 2020","Thu Dec 24 16:06:09 EST 2020","32729","Default suite","Default test","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","TC_01_navigate_homepage_to_PatientRegister","Navigate_homepage_to_PatientLoginRegister",""
"passed","Sun Dec 13 09:17:08 EST 2020","Sun Dec 13 09:17:11 EST 2020","3459","SmokeTest","SmokeTest","sailotech.com.EzScheduler.DoctorLoginPages.DoctorLoginTest","sailotech.com.EzScheduler.DoctorLoginPages.DoctorLoginTest","TC_01_navigate_homepage_to_Doctor_login","Navigate_homepage_to_Doctor_loginRegister",""
"skipped","Thu Jan 21 10:11:13 EST 2021","Thu Jan 21 10:11:13 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","TC_12_PatientLogout","patient Logout from EzScheduler Website",""
"passed","Sun Dec 13 09:16:04 EST 2020","Sun Dec 13 09:16:06 EST 2020","1780","SmokeTest","SmokeTest","sailotech.com.EzScheduler.AdminVerifyDoctor.AdminVerifyTest","sailotech.com.EzScheduler.AdminVerifyDoctor.AdminVerifyTest","TC_01_navigate_homepage_to_admin_login","Navigate_homepage_to_Admin_loginRegister",""
"skipped","Tue Jan 19 16:56:04 EST 2021","Tue Jan 19 16:56:04 EST 2021","1","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","TC_11_DoctorLogout","To_Logout_from_DoctorPage",""
"passed","Wed Feb 10 16:43:28 EST 2021","Wed Feb 10 16:43:38 EST 2021","9831","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumercredentialsfrommailTest","com.sailotech.ezscheduler.Testpages.ConsumercredentialsfrommailTest","TC_15_Consumer_Credentials","Reading Consumer credentials from mail",""
"skipped","Thu Jan 21 09:37:47 EST 2021","Thu Jan 21 09:37:47 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","TC_04_DoctorLogout","Provider Logout from Ezscheduler Website",""
"passed","Tue Jan 19 14:07:59 EST 2021","Tue Jan 19 14:08:07 EST 2021","8409","PatientLogin","PatientLogin","com.sailotech.ezscheduler.Testpages.Consumerlogintest","com.sailotech.ezscheduler.Testpages.Consumerlogintest","TC_02_PatientLogin","Navigate_To_PatientLogin",""
"passed","Fri Jan 15 10:18:57 EST 2021","Fri Jan 15 10:19:00 EST 2021","2972","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","TC_01_Navigate_To_PatientRegister","Navigate_To_PatientRegister",""
"passed","Wed Jan 20 09:50:45 EST 2021","Wed Jan 20 09:50:54 EST 2021","9282","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ProviderRegistrationCredentialstest","com.sailotech.ezscheduler.Testpages.ProviderRegistrationCredentialstest","TC_05_Provider_LoginCredentials","ProviderRegistration_LoginCredentials",""
"passed","Wed Dec 23 08:45:18 EST 2020","Wed Dec 23 08:45:25 EST 2020","6400","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PositiveTestPages.AdminVerifyTest","sailotech.com.EzScheduler.PositiveTestPages.AdminVerifyTest","TC_02_adminLogout","Navigate_homepage_to_AdminLogin",""
"broken","Thu Jan 14 17:43:36 EST 2021","Thu Jan 14 17:43:36 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","afterClass","afterClass",""
"passed","Sun Jan 10 22:33:15 EST 2021","Sun Jan 10 22:33:26 EST 2021","10533","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","TC_02_DoctorLogin","Navigate_To_DoctorLogin",""
"broken","Wed Feb 17 13:48:59 EST 2021","Wed Feb 17 13:48:59 EST 2021","1","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Consumerscheduleannapp_test","com.sailotech.testautomation.ezscheduler.tests.Consumerscheduleannapp_test","afterClass","afterClass",""
"passed","Wed Jan 20 10:08:29 EST 2021","Wed Jan 20 10:08:39 EST 2021","10091","Default suite","Default test","com.sailotech.ezscheduler.Testpages.FetchingconsumerOTPfrommailtest","com.sailotech.ezscheduler.Testpages.FetchingconsumerOTPfrommailtest","ConsumerCredentialsfrommail","Consumer_FetchingOTPfrommail",""
"broken","Tue Jan 19 14:08:49 EST 2021","Tue Jan 19 14:09:20 EST 2021","31477","PatientLogin","PatientLogin","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","TC_03_PatientScheduleAnAppointmant","Patient_Schedule_An_Appointment",""
"passed","Wed Jan 20 09:50:13 EST 2021","Wed Jan 20 09:50:44 EST 2021","31175","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ProviderRegistrationCredentialstest","com.sailotech.ezscheduler.Testpages.ProviderRegistrationCredentialstest","TC_01_DoctorRegistration","DoctorRegistration",""
"skipped","Wed Dec 23 08:50:35 EST 2020","Wed Dec 23 08:50:35 EST 2020","1","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PositiveTestPages.PatientScheduleAnAppTest","sailotech.com.EzScheduler.PositiveTestPages.PatientScheduleAnAppTest","TC_03_PatientScheduleAnApp","patient_schedule_an_Appointment",""
"broken","Sat Dec 12 15:19:34 EST 2020","Sat Dec 12 15:19:34 EST 2020","1","DoctorLogin","DoctorLogin","sailotech.com.EzScheduler.DoctorLoginPages.DoctorLoginTest","sailotech.com.EzScheduler.DoctorLoginPages.DoctorLoginTest","beforeClass","beforeClass",""
"broken","Mon Jan 04 16:53:50 EST 2021","Mon Jan 04 16:53:50 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.testpages.Providerrregistrationtest","com.sailotech.ezscheduler.testpages.Providerrregistrationtest","stopRecording","stopRecording",""
"passed","Wed Feb 17 11:43:53 EST 2021","Wed Feb 17 11:44:03 EST 2021","10034","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Consumerregistration_test","com.sailotech.testautomation.ezscheduler.tests.Consumerregistration_test","TC_14_ConsumerCredentialsfrommail","Reading OTPs from consumer Email",""
"passed","Wed Jan 20 10:18:01 EST 2021","Wed Jan 20 10:18:13 EST 2021","11859","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","TC_01_PatientRegistration","PatientRegistration",""
"passed","Tue Feb 02 16:38:43 EST 2021","Tue Feb 02 16:38:50 EST 2021","6704","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorTest","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorTest","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"passed","Thu Dec 24 16:17:50 EST 2020","Thu Dec 24 16:18:46 EST 2020","56023","Default suite","Default test","com.sailotech.ezscheduler.testpages.Consumerscheduleanapptest","com.sailotech.ezscheduler.testpages.Consumerscheduleanapptest","TC_03_PatientScheduleAnApp","patient_schedule_an_Appointment",""
"broken","Tue Jan 19 16:51:58 EST 2021","Tue Jan 19 16:56:04 EST 2021","245975","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","TC_10_To_GenerateSlots","To_GenerateSlots",""
"broken","Fri Dec 04 16:51:49 EST 2020","Fri Dec 04 16:51:49 EST 2020","3","Surefire suite","Surefire test","sailotech.com.AdminCredentialspage.AdminCredentialsTest","sailotech.com.AdminCredentialspage.AdminCredentialsTest","beforeClass","beforeClass",""
"passed","Wed Feb 10 16:55:36 EST 2021","Wed Feb 10 16:55:48 EST 2021","11900","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerOTPTest","com.sailotech.ezscheduler.Testpages.ConsumerOTPTest","TC_12_ConsumerRegistration","Navigate to consumer Login/Register page",""
"passed","Tue Dec 15 12:26:18 EST 2020","Tue Dec 15 12:26:21 EST 2020","3004","Default suite","Default test","sailotech.com.EzScheduler.ReadingMail.PatientEmail","sailotech.com.EzScheduler.ReadingMail.PatientEmail","TC01_ReadMail","TC01_ReadMail",""
"broken","Thu Jan 21 16:06:23 EST 2021","Thu Jan 21 16:14:31 EST 2021","487259","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","TC_06_To_GenerateSlots","Provider Generating slots",""
"broken","Tue Feb 16 11:02:29 EST 2021","Tue Feb 16 11:02:29 EST 2021","1","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.AdminCreateProviderTest","com.sailotech.testautomation.ezscheduler.tests.AdminCreateProviderTest","beforeClass","beforeClass",""
