"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 24 17:05:59 EST 2020","Thu Dec 24 17:06:06 EST 2020","6198","Default suite","Default test","com.sailotech.ezscheduler.testpages.Providerrcancelappointmentstest","com.sailotech.ezscheduler.testpages.Providerrcancelappointmentstest","TC_04_Doctor_Logout","DoctorLogout",""
"broken","Tue Jan 26 16:21:19 EST 2021","Tue Jan 26 16:21:32 EST 2021","12468","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerRegistratioTest","com.sailotech.ezscheduler.Testpages.ConsumerRegistratioTest","TC_13_ConsumerRegistration","Navigate to consumer Login/Register page",""
"passed","Mon Jan 18 16:00:53 EST 2021","Mon Jan 18 16:01:03 EST 2021","9177","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","ConsumerCredentialsfrommail","ReadingOTP_fromConsumerMail",""
"broken","Thu Jan 21 16:56:02 EST 2021","Thu Jan 21 16:57:33 EST 2021","91864","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","TC_18_PatientScheduleAnAppointment","Consumer schedule an Appointment with provider",""
"passed","Mon Jan 18 11:37:59 EST 2021","Mon Jan 18 11:38:05 EST 2021","6473","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","TC_02_Navigate_to_AdminLogin","Navigate_to_AdminLogin",""
"passed","Tue Jan 26 16:21:32 EST 2021","Tue Jan 26 16:21:44 EST 2021","11140","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerRegistratioTest","com.sailotech.ezscheduler.Testpages.ConsumerRegistratioTest","TC_14_ConsumerCredentialsfrommail","Reading OTPs from consumer Email",""
"broken","Thu Jan 07 16:31:29 EST 2021","Thu Jan 07 16:31:29 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","stopRecording","stopRecording",""
"passed","Wed Feb 17 14:45:23 EST 2021","Wed Feb 17 14:45:26 EST 2021","2829","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Providerrregistration_test","com.sailotech.testautomation.ezscheduler.tests.Providerrregistration_test","TC_04_ProviderLogout","Provider Logout from Ezscheduler Website",""
"broken","Mon Feb 08 16:14:11 EST 2021","Mon Feb 08 16:14:11 EST 2021","1","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminCreateProviderTest","com.sailotech.ezscheduler.Testpages.AdminCreateProviderTest","afterClass","afterClass",""
"passed","Sun Jan 10 22:36:30 EST 2021","Sun Jan 10 22:36:34 EST 2021","4304","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Consumerscheduleanapptest","com.sailotech.ezscheduler.testpages.Consumerscheduleanapptest","TC_01_Navigate_To_Patient_LoginRegister","Navigate_To_Patient_LoginRegister",""
"broken","Wed Jan 27 20:11:30 EST 2021","Wed Jan 27 20:11:30 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorTest","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorTest","afterClass","afterClass",""
"passed","Wed Feb 17 11:09:35 EST 2021","Wed Feb 17 11:09:42 EST 2021","6607","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Adminunverifiedprovider_test","com.sailotech.testautomation.ezscheduler.tests.Adminunverifiedprovider_test","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"passed","Sun Jan 10 22:34:51 EST 2021","Sun Jan 10 22:34:55 EST 2021","3431","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","TC_01_Navigate_To_PatientRegister","Navigate_To_PatientRegister",""
"failed","Fri Jan 08 09:35:56 EST 2021","Fri Jan 08 09:36:15 EST 2021","19338","Default suite","Default test","com.sailotech.ezscheduler.testpages.AdminVerfiedDoctortest","com.sailotech.ezscheduler.testpages.AdminVerfiedDoctortest","TC_01_Navigate_to_AdminLoginRegister","Navigate_to_AdminLoginRegister",""
"broken","Wed Feb 17 14:30:50 EST 2021","Wed Feb 17 14:30:50 EST 2021","2","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Providerrregistration_test","com.sailotech.testautomation.ezscheduler.tests.Providerrregistration_test","screenRecord","screenRecord",""
"passed","Sun Dec 13 09:15:44 EST 2020","Sun Dec 13 09:15:47 EST 2020","2519","SmokeTest","SmokeTest","sailotech.com.EzSchedulerAdminpages.AdminTest","sailotech.com.EzSchedulerAdminpages.AdminTest","TC_02_adminlogin","Navigate_homepage_to_AdminLogin",""
"skipped","Mon Feb 08 16:00:03 EST 2021","Mon Feb 08 16:00:03 EST 2021","1","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminFullFlowTest","com.sailotech.ezscheduler.Testpages.AdminFullFlowTest","TC_10_AdminLogout","Admin Logout from EzScheduler Website",""
"passed","Wed Feb 10 16:55:57 EST 2021","Wed Feb 10 16:56:05 EST 2021","8495","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerOTPTest","com.sailotech.ezscheduler.Testpages.ConsumerOTPTest","TC_15_Consumer_OTP","Entering OTP in that OTP field and verifing that OTP, once enter the OTP, it navigate to consumer  Login page",""
"passed","Mon Dec 14 13:19:41 EST 2020","Mon Dec 14 13:20:04 EST 2020","23242","Default suite","Default test","sailotech.com.EzScheduler.Test.DoctorRegistrationTest","sailotech.com.EzScheduler.Test.DoctorRegistrationTest","TC_02_DoctorRegister","Navigate_DoctorRegister",""
"broken","Sun Dec 06 09:01:53 EST 2020","Sun Dec 06 09:01:53 EST 2020","0","Surefire suite","Surefire test","sailotech.com.EzScheduler.adminTests.AdminTest","sailotech.com.EzScheduler.adminTests.AdminTest","stopRecording","stopRecording",""
"passed","Thu Dec 17 17:55:34 EST 2020","Thu Dec 17 17:55:38 EST 2020","3613","Default suite","Default test","sailotech.com.EzScheduler.PositiveTestPages.DoctorCancelAppointmentsTest","sailotech.com.EzScheduler.PositiveTestPages.DoctorCancelAppointmentsTest","TC_01_DoctorcancelAppointments","DoctorCancelAppointments",""
"passed","Wed Dec 23 08:48:05 EST 2020","Wed Dec 23 08:48:16 EST 2020","10745","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PositiveTestPages.PatientRegistrationTest","sailotech.com.EzScheduler.PositiveTestPages.PatientRegistrationTest","TC_02_PatientRegister","Navigate_DoctorRegister",""
"passed","Wed Jan 13 11:36:53 EST 2021","Wed Jan 13 11:36:58 EST 2021","5779","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providerlogintest","com.sailotech.ezscheduler.Testpages.Providerlogintest","TC_01_Navigate_To_DoctorLoginRegister","Navigate_To_DoctorLoginRegister",""
"passed","Thu Jan 21 09:59:50 EST 2021","Thu Jan 21 10:00:00 EST 2021","9721","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerlogintest","com.sailotech.ezscheduler.Testpages.Consumerlogintest","TC_13_PatientLogin","Navigate To Patient Login page",""
"broken","Wed Jan 13 15:47:30 EST 2021","Wed Jan 13 15:47:30 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providerlogintest","com.sailotech.ezscheduler.Testpages.Providerlogintest","afterClass","afterClass",""
"passed","Tue Feb 16 11:30:38 EST 2021","Tue Feb 16 11:30:44 EST 2021","6633","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.AdminCreateProviderTest","com.sailotech.testautomation.ezscheduler.tests.AdminCreateProviderTest","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"broken","Wed Feb 10 13:46:41 EST 2021","Wed Feb 10 13:46:48 EST 2021","7460","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerRegistrationTest","com.sailotech.ezscheduler.Testpages.ConsumerRegistrationTest","TC_15_Consumer_OTP","Entering OTP in that OTP field and verifing that OTP, once enter the OTP, it navigate to consumer  Login page",""
"passed","Wed Dec 23 08:43:52 EST 2020","Wed Dec 23 08:43:54 EST 2020","2138","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PositiveTestPages.AdminLoginTest","sailotech.com.EzScheduler.PositiveTestPages.AdminLoginTest","TC_01_navigate_homepage_to_admin_login","Navigate_homepage_to_Admin_loginRegister",""
"broken","Sun Dec 20 19:35:07 EST 2020","Sun Dec 20 19:35:07 EST 2020","0","SmokeTest","SmokeTest","sailotech.com.EzScheduler.NegativeTestPages.DoctorLoginCredentialsTest","sailotech.com.EzScheduler.NegativeTestPages.DoctorLoginCredentialsTest","beforeClass","beforeClass",""
"broken","Wed Feb 03 21:38:40 EST 2021","Wed Feb 03 21:38:40 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctorsTest","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctorsTest","afterClass","afterClass",""
"broken","Thu Jan 07 16:18:46 EST 2021","Thu Jan 07 16:18:46 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","cleanup","cleanup",""
"broken","Wed Feb 17 11:09:42 EST 2021","Wed Feb 17 11:24:44 EST 2021","901718","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Adminunverifiedprovider_test","com.sailotech.testautomation.ezscheduler.tests.Adminunverifiedprovider_test","TC_09_AdminVerify_UnverifiedDoctor","After Provider Registered in EzScheduler Admin is Verifying the Unverified Doctors",""
"broken","Sun Jan 10 11:36:21 EST 2021","Sun Jan 10 11:36:21 EST 2021","1","SmokeTest","SmokeTest","com.sailotech.ezscheduler.login_testpages.Adminlogintest","com.sailotech.ezscheduler.login_testpages.Adminlogintest","beforeClass","beforeClass",""
"passed","Fri Jan 15 13:21:15 EST 2021","Fri Jan 15 13:21:24 EST 2021","9627","DoctorSuite","DoctorSuite","com.sailotech.ezscheduler.Testpages.Providerlogintest","com.sailotech.ezscheduler.Testpages.Providerlogintest","TC_02_DoctorLogin","Navigate_To_DoctorLogin",""
"passed","Wed Feb 10 17:34:57 EST 2021","Wed Feb 10 17:35:03 EST 2021","5741","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminloginTest","com.sailotech.ezscheduler.Testpages.AdminloginTest","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"passed","Mon Jan 18 11:29:21 EST 2021","Mon Jan 18 11:29:54 EST 2021","32290","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","TC_03_AdminVerifyDoctor","Admin_VerifyDoctor",""
"broken","Wed Feb 10 11:56:18 EST 2021","Wed Feb 10 11:57:33 EST 2021","75249","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctorsTest","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctorsTest","TC_11_Admin_VerifyDoctor_negativescenarios","Admin checking Verified Doctor details (Negativescenarios)",""
"passed","Wed Dec 23 08:43:08 EST 2020","Wed Dec 23 08:43:11 EST 2020","3206","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PositiveTestPages.DoctorRegistrationTest","sailotech.com.EzScheduler.PositiveTestPages.DoctorRegistrationTest","TC_01_navigate_homepage_to_DoctorRegister","Navigate_homepage_to_DoctorLoginRegister",""
"passed","Thu Jan 14 17:47:52 EST 2021","Thu Jan 14 17:48:21 EST 2021","28887","DoctorSuite","DoctorSuite","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","TC_02_DoctorRegistration","DoctorRegistration",""
"passed","Tue Dec 15 19:59:39 EST 2020","Tue Dec 15 19:59:47 EST 2020","7913","SmokeTest","SmokeTest","sailotech.com.EzScheduler.TestPages.PatientScheduleAnAppTest","sailotech.com.EzScheduler.TestPages.PatientScheduleAnAppTest","TC_01_navigate_homepage_to_Patient_login","Navigate_homepage_to_Patient_loginRegister",""
"passed","Mon Jan 25 16:10:51 EST 2021","Mon Jan 25 16:10:56 EST 2021","5179","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctorsTest1","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctorsTest1","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"skipped","Tue Dec 15 19:59:48 EST 2020","Tue Dec 15 19:59:48 EST 2020","0","SmokeTest","SmokeTest","sailotech.com.EzScheduler.TestPages.PatientScheduleAnAppTest","sailotech.com.EzScheduler.TestPages.PatientScheduleAnAppTest","TC_03_PatientScheduleAnApp","patient_schedule_an_Appointment",""
"broken","Sun Dec 13 09:20:11 EST 2020","Sun Dec 13 09:33:23 EST 2020","791666","SmokeTest","SmokeTest","sailotech.com.EzScheduler.patientScheduleAnAppointmentPage.PatientScheduleAnAppTest","sailotech.com.EzScheduler.patientScheduleAnAppointmentPage.PatientScheduleAnAppTest","TC_03_PatientScheduleAnApp","patient_schedule_an_Appointment",""
"passed","Wed Dec 16 18:16:02 EST 2020","Wed Dec 16 18:16:07 EST 2020","5183","Default suite","Default test","sailotech.com.EzScheduler.TestPages.GenerateSlotsTest","sailotech.com.EzScheduler.TestPages.GenerateSlotsTest","TC_04_Doctor_Logout","DoctorLogout",""
"passed","Mon Jan 18 11:04:38 EST 2021","Mon Jan 18 11:04:43 EST 2021","5163","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","TC_01_Navigate_to_AdminLoginRegister","Navigate_to_AdminLoginRegister",""
"broken","Mon Dec 14 09:51:03 EST 2020","Mon Dec 14 09:51:24 EST 2020","21044","Default suite","Default test","sailotech.com.AdminCredentialspage.AdminCredentialsTest","sailotech.com.AdminCredentialspage.AdminCredentialsTest","TC_02_adminlogin","Navigate_homepage_to_AdminLogin",""
"broken","Wed Feb 17 10:10:40 EST 2021","Wed Feb 17 10:11:16 EST 2021","35642","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Providergenerateslots_test","com.sailotech.testautomation.ezscheduler.tests.Providergenerateslots_test","TC_06_To_GenerateSlots","Provider Generating slots",""
"skipped","Mon Jan 11 08:26:45 EST 2021","Mon Jan 11 08:26:45 EST 2021","1","Default suite","Default test","com.sailotech.ezscheduler.testpages.AdminverDoctornegativescenariostest","com.sailotech.ezscheduler.testpages.AdminverDoctornegativescenariostest","TC_06_AdminLogout","To-Logout_from_Adminpage",""
"broken","Tue Dec 15 19:59:47 EST 2020","Tue Dec 15 19:59:47 EST 2020","34","SmokeTest","SmokeTest","sailotech.com.EzScheduler.TestPages.PatientScheduleAnAppTest","sailotech.com.EzScheduler.TestPages.PatientScheduleAnAppTest","TC_02_Patientlogin","Navigate_homepage_to_PatientLogin",""
"passed","Mon Dec 14 13:16:17 EST 2020","Mon Dec 14 13:17:32 EST 2020","74430","Default suite","Default test","sailotech.com.EzScheduler.Test.GenerateSlotsTest","sailotech.com.EzScheduler.Test.GenerateSlotsTest","TC_03_GenerateSlots","Navigate_GenerateSlots",""
"skipped","Wed Dec 16 11:30:54 EST 2020","Wed Dec 16 11:30:54 EST 2020","0","Default suite","Default test","sailotech.com.EzScheduler.TestPages.PatientTest","sailotech.com.EzScheduler.TestPages.PatientTest","TC_02_Patientlogin","Navigate_homepage_to_PatientLogin",""
"broken","Mon Jan 25 15:57:01 EST 2021","Mon Jan 25 15:57:01 EST 2021","2","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminloginTest1","com.sailotech.ezscheduler.Testpages.AdminloginTest1","afterClass","afterClass",""
"passed","Thu Dec 24 15:48:50 EST 2020","Thu Dec 24 15:48:54 EST 2020","3563","Default suite","Default test","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","TC_01_navigate_homepage_to_Doctor_login","Navigate_homepage_to_Doctor_loginRegister",""
"passed","Fri Jan 15 11:49:52 EST 2021","Fri Jan 15 11:50:03 EST 2021","10843","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","TC_02_PatientRegistration","PatientRegistration",""
"skipped","Thu Dec 24 15:49:19 EST 2020","Thu Dec 24 15:49:19 EST 2020","1","Default suite","Default test","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","TC_04_Doctor_Logout","DoctorLogout",""
"passed","Thu Jan 21 16:55:52 EST 2021","Thu Jan 21 16:56:01 EST 2021","9806","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","TC_17_ConsumerLogin","Navigate To Patient Login page",""
"broken","Thu Jan 07 16:16:10 EST 2021","Thu Jan 07 16:16:10 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","cleanup","cleanup",""
"passed","Sun Jan 10 22:36:44 EST 2021","Sun Jan 10 22:37:20 EST 2021","36472","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Consumerscheduleanapptest","com.sailotech.ezscheduler.testpages.Consumerscheduleanapptest","TC_03_PatientScheduleAnAppointmant","Patient_Schedule_An_Appointment",""
"passed","Thu Jan 21 15:44:17 EST 2021","Thu Jan 21 15:44:21 EST 2021","4480","AdminSuite","AdminSuite","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"passed","Mon Jan 11 08:26:34 EST 2021","Mon Jan 11 08:26:43 EST 2021","8573","Default suite","Default test","com.sailotech.ezscheduler.testpages.AdminverDoctornegativescenariostest","com.sailotech.ezscheduler.testpages.AdminverDoctornegativescenariostest","TC_02_Navigate_to_AdminLogin","Navigate_to_AdminLogin",""
"passed","Mon Dec 14 13:10:21 EST 2020","Mon Dec 14 13:10:24 EST 2020","3229","Default suite","Default test","sailotech.com.EzScheduler.Test.AdminVerifyTest","sailotech.com.EzScheduler.Test.AdminVerifyTest","TC_01_navigate_homepage_to_admin_login","Navigate_homepage_to_Admin_loginRegister",""
"passed","Wed Dec 23 08:48:02 EST 2020","Wed Dec 23 08:48:05 EST 2020","3216","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PositiveTestPages.PatientRegistrationTest","sailotech.com.EzScheduler.PositiveTestPages.PatientRegistrationTest","TC_01_navigate_homepage_to_PatientRegister","Navigate_homepage_to_PatientLoginRegister",""
"passed","Wed Dec 23 10:49:40 EST 2020","Wed Dec 23 10:49:51 EST 2020","10946","Default suite","Default test","com.sailotech.ezscheduler.testpages.Adminlogintest","com.sailotech.ezscheduler.testpages.Adminlogintest","TC_01_navigate_homepage_to_admin_login","Navigate_homepage_to_Admin_loginRegister",""
"passed","Wed Jan 20 10:18:13 EST 2021","Wed Jan 20 10:18:22 EST 2021","8969","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","TC_02_ConsumerCredentialsfrommail","ReadingOTP_fromConsumerMail",""
"passed","Wed Dec 23 16:04:09 EST 2020","Wed Dec 23 16:04:13 EST 2020","4409","Default suite","Default test","com.sailotech.ezscheduler.login_testpages.AdminLoginTest","com.sailotech.ezscheduler.login_testpages.AdminLoginTest","TC_02_adminlogin","Navigate_homepage_to_AdminLogin",""
"broken","Mon Feb 15 14:36:23 EST 2021","Mon Feb 15 14:36:31 EST 2021","8150","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ProviderRegistrationCredentialsTest","com.sailotech.ezscheduler.Testpages.ProviderRegistrationCredentialsTest","TC_04_ProviderLogout","Provider Logout from Ezscheduler Website",""
"broken","Thu Jan 07 16:14:04 EST 2021","Thu Jan 07 16:14:04 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","stopRecording","stopRecording",""
"passed","Thu Jan 21 09:25:56 EST 2021","Thu Jan 21 09:26:03 EST 2021","6254","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Adminlogintest","com.sailotech.ezscheduler.Testpages.Adminlogintest","TC_05_Navigate_to_AdminLogin","Navigate_to_AdminLogin",""
"skipped","Fri Jan 08 09:36:16 EST 2021","Fri Jan 08 09:36:16 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.testpages.AdminVerfiedDoctortest","com.sailotech.ezscheduler.testpages.AdminVerfiedDoctortest","TC_02_Navigate_to_AdminLogin","Navigate_to_AdminLogin",""
"passed","Wed Feb 10 16:42:21 EST 2021","Wed Feb 10 16:42:32 EST 2021","10715","Default suite","Default test","com.sailotech.ezscheduler.Implpages.Consumercredentialsfrommail","com.sailotech.ezscheduler.Implpages.Consumercredentialsfrommail","ReadingOTPfromConsumerMail","ReadingOTPfromConsumerMail",""
"passed","Thu Jan 21 10:15:29 EST 2021","Thu Jan 21 10:15:39 EST 2021","9572","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","TC_10_ConsumerCredentialsfrommail","Reading OTP/credentials from consumer Email",""
"passed","Sun Dec 13 09:20:03 EST 2020","Sun Dec 13 09:20:06 EST 2020","2534","SmokeTest","SmokeTest","sailotech.com.EzScheduler.patientScheduleAnAppointmentPage.PatientScheduleAnAppTest","sailotech.com.EzScheduler.patientScheduleAnAppointmentPage.PatientScheduleAnAppTest","TC_01_navigate_homepage_to_Patient_login","Navigate_homepage_to_Patient_loginRegister",""
"skipped","Wed Feb 17 11:24:45 EST 2021","Wed Feb 17 11:24:45 EST 2021","0","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Adminunverifiedprovider_test","com.sailotech.testautomation.ezscheduler.tests.Adminunverifiedprovider_test","TC_10_AdminLogout","Admin Logout from EzScheduler Website",""
"passed","Mon Jan 25 16:11:45 EST 2021","Mon Jan 25 16:11:48 EST 2021","3430","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctorsTest1","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctorsTest1","TC_10_AdminLogout","Admin Logout from EzScheduler Website",""
"passed","Thu Jan 21 15:45:09 EST 2021","Thu Jan 21 15:45:13 EST 2021","4012","AdminSuite","AdminSuite","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","TC_10_AdminLogout","Admin Logout from EzScheduler Website",""
"passed","Fri Jan 15 14:03:26 EST 2021","Fri Jan 15 14:03:30 EST 2021","3750","PatientLogin","PatientLogin","com.sailotech.ezscheduler.Testpages.Consumerlogintest","com.sailotech.ezscheduler.Testpages.Consumerlogintest","TC_01_Navigate_To_HomeLoginRegister","Navigate_To_HomeLoginRegister",""
"passed","Thu Dec 24 16:01:52 EST 2020","Thu Dec 24 16:03:09 EST 2020","77863","Default suite","Default test","com.sailotech.ezscheduler.testpages.AdminVerifydoctortest","com.sailotech.ezscheduler.testpages.AdminVerifydoctortest","TC_02_adminverifyDoctor","Navigate_homepage_to_AdminLogin",""
"broken","Thu Jan 21 10:15:45 EST 2021","Thu Jan 21 10:15:55 EST 2021","10192","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","com.sailotech.ezscheduler.Testpages.Consumerregistrationtest","TC_12_PatientLogout","patient Logout fromEzScheduler Website",""
"passed","Mon Dec 14 11:53:44 EST 2020","Mon Dec 14 11:53:46 EST 2020","1812","Default suite","Default test","sailotech.com.EzScheduler.Test.PatientScheduleAnAppTest","sailotech.com.EzScheduler.Test.PatientScheduleAnAppTest","TC_01_navigate_homepage_to_Patient_login","Navigate_homepage_to_Patient_loginRegister",""
"passed","Thu Dec 24 16:01:41 EST 2020","Thu Dec 24 16:01:52 EST 2020","10809","Default suite","Default test","com.sailotech.ezscheduler.testpages.AdminVerifydoctortest","com.sailotech.ezscheduler.testpages.AdminVerifydoctortest","TC_02_adminlogin","Navigate_homepage_to_AdminLogin",""
"broken","Thu Jan 21 16:00:09 EST 2021","Thu Jan 21 16:00:09 EST 2021","0","PatientLogin","PatientLogin","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","com.sailotech.ezscheduler.Testpages.Consumerscheduleanapptest","afterClass","afterClass",""
"passed","Wed Dec 23 08:47:34 EST 2020","Wed Dec 23 08:47:39 EST 2020","5508","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PositiveTestPages.DoctorGenerateSlotsTest","sailotech.com.EzScheduler.PositiveTestPages.DoctorGenerateSlotsTest","TC_04_Doctor_Logout","DoctorLogout",""
"passed","Thu Jan 21 15:43:50 EST 2021","Thu Jan 21 15:43:56 EST 2021","5859","AdminSuite","AdminSuite","com.sailotech.ezscheduler.Testpages.Adminlogintest","com.sailotech.ezscheduler.Testpages.Adminlogintest","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"passed","Fri Jan 15 12:10:58 EST 2021","Fri Jan 15 12:11:02 EST 2021","4804","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Adminlogintest","com.sailotech.ezscheduler.Testpages.Adminlogintest","TC_01_Navigate_to_HomeLoginRegister","Navigate_to_HomeLoginRegister",""
"passed","Tue Dec 15 19:56:53 EST 2020","Tue Dec 15 19:56:59 EST 2020","6585","SmokeTest","SmokeTest","sailotech.com.EzScheduler.TestPages.PatientRegistrationTest","sailotech.com.EzScheduler.TestPages.PatientRegistrationTest","TC_01_navigate_homepage_to_PatientRegister","Navigate_homepage_to_PatientLoginRegister",""
"passed","Sun Jan 10 22:37:20 EST 2021","Sun Jan 10 22:37:27 EST 2021","6656","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Consumerscheduleanapptest","com.sailotech.ezscheduler.testpages.Consumerscheduleanapptest","TC_03_PatientLogout","patientLogout_from_patientpage",""
"broken","Sat Dec 12 12:41:49 EST 2020","Sat Dec 12 12:41:49 EST 2020","2","DoctorSuite","DoctorSuite","sailotech.com.EzScheduler.DoctorRegistration.DoctorRegistrationTest","sailotech.com.EzScheduler.DoctorRegistration.DoctorRegistrationTest","beforeClass","beforeClass",""
"broken","Mon Dec 14 11:53:49 EST 2020","Mon Dec 14 11:54:26 EST 2020","36743","Default suite","Default test","sailotech.com.EzScheduler.Test.PatientScheduleAnAppTest","sailotech.com.EzScheduler.Test.PatientScheduleAnAppTest","TC_03_PatientScheduleAnApp","patient_schedule_an_Appointment",""
"passed","Tue Jan 19 15:30:25 EST 2021","Tue Jan 19 15:30:30 EST 2021","5436","Default suite","Default test","com.sailotech.ezscheduler.Implpages.Providercredentialsfrommail","com.sailotech.ezscheduler.Implpages.Providercredentialsfrommail","TC01_ProviderCredentialsfrommail","TC01_ProviderCredentialsfrommail",""
"passed","Thu Jan 07 12:56:49 EST 2021","Thu Jan 07 12:56:54 EST 2021","5214","Default suite","Default test","com.sailotech.ezscheduler.testpages.Providerrcancelappointmentstest","com.sailotech.ezscheduler.testpages.Providerrcancelappointmentstest","TC_02_Doctor_Logout","DoctorLogout_from_DoctorPage",""
